frame,class,conf,xmin,ymin,xmax,ymax
4349,No Helmet,0.5,126,201,340,323
4350,No Helmet,0.44,126,202,339,322
4351,No Helmet,0.44,126,202,339,322
4352,No Helmet,0.46,128,200,339,362
4353,No Helmet,0.46,128,200,339,362
4354,No Helmet,0.46,127,200,342,345
4355,No Helmet,0.49,123,198,348,361
4356,No Helmet,0.49,123,198,348,361
4357,No Helmet,0.44,124,199,343,352
4358,No Helmet,0.44,124,199,343,352
4359,No Helmet,0.48,121,198,345,348
4360,No Helmet,0.48,121,198,345,348
4361,No Helmet,0.45,125,198,340,359
4362,No Helmet,0.45,125,198,340,359
4363,No Helmet,0.46,123,200,345,336
4363,Safety Glass,0.33,145,273,307,333
4364,No Helmet,0.46,121,196,343,372
4365,No Helmet,0.46,121,196,343,372
4366,No Helmet,0.47,121,198,340,358
4366,Safety Glass,0.28,150,274,296,334
4367,No Helmet,0.47,121,198,340,358
4367,Safety Glass,0.28,150,274,296,334
4368,No Helmet,0.53,117,198,340,355
4369,No Helmet,0.53,117,198,340,355
4370,No Helmet,0.48,116,197,338,376
4371,No Helmet,0.48,116,197,338,376
4372,No Helmet,0.45,113,197,340,373
4372,Safety Glass,0.25,139,277,305,343
4373,No Helmet,0.45,113,197,340,373
4373,Safety Glass,0.25,139,277,305,343
4374,No Helmet,0.44,110,197,339,359
4374,Safety Glass,0.29,155,276,296,335
4375,No Helmet,0.44,110,197,339,359
4375,Safety Glass,0.29,155,276,296,335
4376,No Helmet,0.35,108,195,339,366
4376,Safety Glass,0.33,150,275,298,335
4377,No Helmet,0.31,108,193,345,371
4377,Safety Glass,0.3,155,275,295,335
4378,No Helmet,0.31,108,193,345,371
4378,Safety Glass,0.3,155,275,295,335
4379,No Helmet,0.3,103,194,344,375
4380,No Helmet,0.3,103,194,344,375
4381,No Helmet,0.3,119,196,325,310
4382,No Helmet,0.3,119,196,325,310
4383,Safety Glass,0.31,147,273,296,336
4383,No Helmet,0.29,104,192,337,375
4384,Safety Glass,0.38,152,273,295,337
4384,No Helmet,0.35,115,196,322,308
4385,Safety Glass,0.38,152,273,295,337
4385,No Helmet,0.35,115,196,322,308
4386,Safety Glass,0.3,146,272,298,335
4386,No Helmet,0.29,105,193,341,377
4387,Safety Glass,0.3,146,272,298,335
4387,No Helmet,0.29,105,193,341,377
4388,Safety Glass,0.31,145,272,297,334
4388,No Helmet,0.3,106,191,337,373
4389,Safety Glass,0.31,145,272,297,334
4389,No Helmet,0.3,106,191,337,373
4390,No Helmet,0.3,117,195,322,303
4391,No Helmet,0.41,119,195,323,306
4392,No Helmet,0.41,119,195,323,306
4393,No Helmet,0.28,107,191,340,378
4394,No Helmet,0.28,107,191,340,378
4395,No Helmet,0.3,119,196,323,309
4396,No Helmet,0.29,110,190,336,378
4397,No Helmet,0.38,118,196,321,300
4398,No Helmet,0.38,118,196,321,300
4399,No Helmet,0.34,117,195,322,304
4400,No Helmet,0.34,117,195,322,304
4402,No Helmet,0.38,115,196,317,306
4402,Safety Glass,0.27,143,271,297,338
4403,No Helmet,0.38,115,196,317,306
4403,Safety Glass,0.27,143,271,297,338
4404,No Helmet,0.4,118,196,320,307
4405,No Helmet,0.4,118,196,320,307
4406,No Helmet,0.41,103,190,335,375
4407,No Helmet,0.44,116,196,321,310
4408,No Helmet,0.44,116,196,321,310
4409,No Helmet,0.31,119,195,318,306
4410,No Helmet,0.34,119,196,320,303
4410,Safety Glass,0.27,142,274,287,333
4411,No Helmet,0.34,119,196,320,303
4411,Safety Glass,0.27,142,274,287,333
4412,No Helmet,0.41,120,196,322,300
4412,Safety Glass,0.3,147,271,295,335
4413,No Helmet,0.43,120,196,318,296
4413,Safety Glass,0.35,149,273,295,332
4414,No Helmet,0.43,120,196,318,296
4414,Safety Glass,0.35,149,273,295,332
4415,Safety Glass,0.37,153,274,293,333
4415,No Helmet,0.28,110,193,337,370
4416,No Helmet,0.29,120,196,318,296
4417,Safety Glass,0.38,155,275,293,331
4417,No Helmet,0.36,122,197,318,296
4418,Safety Glass,0.38,155,275,293,331
4418,No Helmet,0.36,122,197,318,296
4419,Safety Glass,0.38,155,275,292,332
4419,No Helmet,0.37,122,197,318,295
4420,Safety Glass,0.38,155,275,292,332
4420,No Helmet,0.37,122,197,318,295
4421,No Helmet,0.36,121,197,319,303
4421,Safety Glass,0.33,148,273,296,335
4422,No Helmet,0.36,121,197,319,303
4422,Safety Glass,0.33,148,273,296,335
4423,No Helmet,0.31,110,195,327,371
4423,Safety Glass,0.28,142,278,290,340
4424,No Helmet,0.38,106,196,327,344
4424,Safety Glass,0.29,124,276,291,343
4425,No Helmet,0.41,106,197,324,359
4425,Safety Glass,0.29,126,279,284,343
4426,No Helmet,0.41,106,197,324,359
4426,Safety Glass,0.29,126,279,284,343
4427,No Helmet,0.43,102,195,323,351
4427,Safety Glass,0.27,122,279,288,342
4428,No Helmet,0.43,102,195,323,351
4428,Safety Glass,0.27,122,279,288,342
4429,No Helmet,0.39,98,196,323,339
4429,Safety Glass,0.34,129,279,283,342
4430,No Helmet,0.39,98,196,323,339
4430,Safety Glass,0.34,129,279,283,342
4431,No Helmet,0.4,95,197,320,345
4431,Safety Glass,0.25,131,277,280,344
4432,No Helmet,0.4,92,199,309,326
4433,No Helmet,0.45,89,199,312,328
4433,Safety Glass,0.25,121,281,268,344
4434,No Helmet,0.45,89,199,312,328
4434,Safety Glass,0.25,121,281,268,344
4435,No Helmet,0.42,92,200,310,330
4436,No Helmet,0.42,92,200,310,330
4437,No Helmet,0.42,91,200,309,311
4437,Safety Glass,0.39,118,279,274,342
4438,No Helmet,0.42,91,200,309,311
4438,Safety Glass,0.39,118,279,274,342
4439,No Helmet,0.5,94,200,309,335
4439,Safety Glass,0.32,110,279,274,343
4440,No Helmet,0.36,95,201,309,336
4440,Safety Glass,0.27,120,278,283,344
4441,No Helmet,0.36,95,201,309,336
4441,Safety Glass,0.27,120,278,283,344
4442,No Helmet,0.42,102,200,323,329
4442,Safety Glass,0.3,129,277,280,331
4443,No Helmet,0.38,110,200,322,326
4443,Safety Glass,0.26,131,279,295,340
4444,No Helmet,0.43,120,200,319,313
4445,No Helmet,0.43,120,200,319,313
4446,No Helmet,0.41,115,199,329,320
4447,No Helmet,0.41,115,199,329,320
4448,No Helmet,0.41,118,198,329,340
4449,No Helmet,0.41,118,198,329,340
4450,No Helmet,0.38,115,198,332,351
4451,No Helmet,0.36,132,198,326,317
4452,No Helmet,0.36,132,198,326,317
4453,No Helmet,0.34,131,197,327,333
4454,No Helmet,0.34,131,197,327,333
4455,No Helmet,0.4,129,198,328,319
4456,No Helmet,0.42,132,197,328,326
4457,No Helmet,0.42,132,197,328,326
4458,No Helmet,0.47,133,197,330,321
4459,No Helmet,0.47,133,197,330,321
4460,No Helmet,0.43,135,197,326,322
4461,No Helmet,0.37,135,200,324,310
4462,No Helmet,0.37,135,200,324,310
4463,No Helmet,0.45,136,202,324,313
4464,No Helmet,0.45,136,202,324,313
4465,No Helmet,0.47,129,197,338,367
4466,No Helmet,0.47,129,197,338,367
4467,No Helmet,0.5,126,200,331,366
4467,No Gloves,0.3,43,240,160,348
4468,No Helmet,0.5,126,200,331,366
4468,No Gloves,0.3,43,240,160,348
4469,No Helmet,0.44,124,201,337,361
4470,No Helmet,0.44,124,201,337,361
4471,No Helmet,0.37,126,201,336,349
4471,No Gloves,0.3,40,237,158,349
4472,No Helmet,0.46,126,201,337,375
4472,Safety Golves,0.26,431,287,519,403
4473,No Helmet,0.46,126,201,337,375
4473,Safety Golves,0.26,431,287,519,403
4474,No Helmet,0.4,126,202,337,341
4475,No Helmet,0.4,126,202,337,341
4476,No Helmet,0.48,126,202,338,337
4477,No Helmet,0.48,126,202,338,337
4478,No Helmet,0.4,127,200,336,371
4479,No Helmet,0.48,128,201,336,339
4480,No Helmet,0.48,128,201,336,339
4481,No Helmet,0.4,127,200,337,375
4482,No Helmet,0.4,127,200,337,375
4483,No Helmet,0.45,127,199,337,368
4484,No Helmet,0.45,127,199,337,368
4485,No Helmet,0.46,130,199,337,373
4486,No Helmet,0.44,127,200,338,357
4487,No Helmet,0.44,127,200,338,357
4488,No Helmet,0.42,129,200,336,354
4489,No Helmet,0.42,129,200,336,354
4490,No Helmet,0.4,126,200,336,350
4491,No Helmet,0.4,126,200,336,350
4492,No Helmet,0.46,129,200,336,347
4493,No Helmet,0.46,129,200,336,347
4494,No Helmet,0.53,130,199,331,338
4495,No Helmet,0.53,130,199,331,338
4496,No Helmet,0.47,127,198,336,375
4497,No Helmet,0.55,129,201,336,365
4498,No Helmet,0.55,129,201,336,365
4499,No Helmet,0.53,136,197,330,345
4500,No Helmet,0.53,136,197,330,345
4501,No Helmet,0.44,125,200,333,309
4502,No Helmet,0.44,125,200,333,309
4503,No Helmet,0.47,124,198,332,325
4504,No Helmet,0.42,126,200,331,324
4505,No Helmet,0.49,122,198,332,333
4506,No Helmet,0.49,122,198,332,333
4507,No Helmet,0.41,124,199,336,351
4508,No Helmet,0.41,124,199,336,351
4509,No Helmet,0.4,125,198,339,370
4510,No Helmet,0.4,125,198,339,370
4511,No Helmet,0.53,126,200,333,321
4512,No Helmet,0.45,124,199,335,356
4513,No Helmet,0.45,124,199,335,356
4514,No Helmet,0.5,119,199,339,372
4515,No Helmet,0.45,127,198,333,355
4515,No Gloves,0.25,54,251,160,370
4516,No Helmet,0.4,128,202,330,345
4516,No Gloves,0.26,72,255,156,364
4517,No Helmet,0.4,128,202,330,345
4517,No Gloves,0.26,72,255,156,364
4518,No Helmet,0.38,126,200,331,355
4519,No Helmet,0.38,126,200,331,355
4520,No Helmet,0.42,133,201,331,347
4520,No Gloves,0.26,74,253,156,367
4521,No Helmet,0.42,133,201,331,347
4521,No Gloves,0.26,74,253,156,367
4522,No Helmet,0.4,132,201,329,339
4522,No Gloves,0.26,73,257,156,369
4523,No Helmet,0.4,132,201,329,339
4523,No Gloves,0.26,73,257,156,369
4524,No Helmet,0.44,128,200,331,338
4525,No Helmet,0.44,128,200,331,338
4526,No Helmet,0.52,132,201,330,337
4527,No Helmet,0.37,133,202,328,340
4527,No Gloves,0.29,59,260,158,369
4528,No Helmet,0.44,130,201,329,350
4529,No Helmet,0.44,130,201,329,350
4530,No Helmet,0.4,126,202,336,354
4530,No Gloves,0.27,53,258,160,370
4531,No Helmet,0.4,126,202,336,354
4531,No Gloves,0.27,53,258,160,370
4532,No Helmet,0.43,131,201,331,338
4532,No Gloves,0.25,65,263,159,369
4533,No Helmet,0.43,131,201,331,338
4533,No Gloves,0.25,65,263,159,369
4534,No Helmet,0.43,128,201,334,339
4535,No Helmet,0.42,127,201,331,336
4535,No Gloves,0.29,58,259,159,370
4536,No Helmet,0.4,124,200,329,319
4537,No Helmet,0.4,124,200,329,319
4538,No Helmet,0.4,126,200,335,344
4538,No Gloves,0.3,60,259,158,370
4539,No Helmet,0.4,126,200,335,344
4539,No Gloves,0.3,60,259,158,370
4540,No Helmet,0.43,128,200,333,365
4540,No Gloves,0.32,62,257,158,370
4541,No Helmet,0.36,127,200,334,360
4542,No Helmet,0.36,127,200,334,360
4543,No Helmet,0.48,121,200,333,316
4543,No Gloves,0.29,51,255,158,370
4544,No Helmet,0.42,121,200,336,345
4544,No Gloves,0.3,47,251,158,370
4545,No Helmet,0.42,123,199,330,349
4545,No Gloves,0.27,58,247,156,369
4546,No Helmet,0.42,123,199,330,349
4546,No Gloves,0.27,58,247,156,369
4547,No Helmet,0.38,123,200,327,347
4547,No Gloves,0.27,53,253,157,371
4548,No Helmet,0.38,123,200,327,347
4548,No Gloves,0.27,53,253,157,371
4549,No Helmet,0.42,120,198,329,366
4550,No Helmet,0.4,121,198,333,368
4550,No Gloves,0.32,61,257,154,371
4551,No Helmet,0.38,122,198,331,361
4551,No Gloves,0.32,51,259,156,376
4552,No Helmet,0.38,122,198,331,361
4552,No Gloves,0.32,51,259,156,376
4553,No Helmet,0.37,121,198,333,365
4553,No Gloves,0.28,59,257,155,371
4554,No Helmet,0.37,121,198,333,365
4554,No Gloves,0.28,59,257,155,371
4555,No Helmet,0.41,124,198,331,367
4556,No Helmet,0.41,124,198,331,367
4557,No Helmet,0.41,123,198,327,358
4557,No Gloves,0.28,56,258,156,371
4558,No Helmet,0.41,123,198,327,358
4558,No Gloves,0.28,56,258,156,371
4559,No Helmet,0.38,121,197,332,370
4559,No Gloves,0.29,59,257,155,371
4560,No Helmet,0.38,121,197,332,370
4560,No Gloves,0.29,59,257,155,371
4561,No Helmet,0.45,123,197,332,365
4561,No Gloves,0.31,61,257,155,371
4562,No Helmet,0.4,122,196,334,371
4563,No Helmet,0.4,122,196,334,371
4564,No Helmet,0.35,124,198,335,381
4564,No Gloves,0.33,44,258,160,380
4565,No Helmet,0.35,124,198,335,381
4565,No Gloves,0.33,44,258,160,380
4566,No Helmet,0.44,122,196,332,369
4566,No Gloves,0.28,54,254,156,372
4567,No Helmet,0.44,122,196,332,369
4567,No Gloves,0.28,54,254,156,372
4568,No Helmet,0.43,124,197,333,377
4568,No Gloves,0.28,42,258,161,385
4569,No Helmet,0.43,124,197,333,377
4569,No Gloves,0.28,42,258,161,385
4570,No Helmet,0.35,123,196,333,382
4570,No Gloves,0.26,58,254,156,373
4571,No Helmet,0.42,118,196,337,374
4571,No Gloves,0.28,46,258,159,382
4572,No Helmet,0.42,118,196,337,374
4572,No Gloves,0.28,46,258,159,382
4573,No Helmet,0.46,116,197,335,362
4574,No Helmet,0.46,116,197,335,362
4575,No Helmet,0.46,118,196,332,374
4575,No Gloves,0.25,59,256,155,375
4576,No Helmet,0.46,118,196,332,374
4576,No Gloves,0.25,59,256,155,375
4577,No Helmet,0.39,118,195,332,380
4578,No Helmet,0.41,120,195,332,383
4578,No Gloves,0.27,47,258,159,383
4579,No Helmet,0.41,120,195,332,383
4579,No Gloves,0.27,47,258,159,383
4580,No Helmet,0.39,118,196,331,374
4580,No Gloves,0.29,57,259,158,382
4581,No Helmet,0.39,118,196,331,374
4581,No Gloves,0.29,57,259,158,382
4582,No Helmet,0.48,118,195,333,353
4582,Safety Glass,0.27,148,273,295,334
4582,No Gloves,0.26,48,258,158,382
4583,No Helmet,0.48,118,195,333,353
4583,Safety Glass,0.27,148,273,295,334
4583,No Gloves,0.26,48,258,158,382
4584,No Helmet,0.39,117,194,332,379
4584,No Gloves,0.29,49,257,158,388
4585,No Helmet,0.39,117,194,332,379
4585,No Gloves,0.29,49,257,158,388
4586,No Helmet,0.42,119,196,330,365
4586,No Gloves,0.28,60,256,154,375
4587,No Helmet,0.39,119,195,333,378
4587,No Gloves,0.29,45,258,158,383
4588,No Helmet,0.39,119,195,333,378
4588,No Gloves,0.29,45,258,158,383
4589,No Helmet,0.43,126,198,323,298
4589,No Gloves,0.26,56,253,155,379
4590,No Helmet,0.43,126,198,323,298
4590,No Gloves,0.26,56,253,155,379
4591,No Helmet,0.43,115,194,333,375
4592,No Helmet,0.43,115,194,333,375
4593,No Helmet,0.37,117,194,331,370
4593,Safety Glass,0.33,150,274,297,335
4593,No Gloves,0.28,45,258,158,382
4594,No Helmet,0.37,117,194,331,370
4594,Safety Glass,0.33,150,274,297,335
4594,No Gloves,0.28,45,258,158,382
4595,No Helmet,0.35,118,195,330,368
4596,No Helmet,0.35,118,195,330,368
4597,No Helmet,0.34,117,194,333,375
4598,No Helmet,0.43,113,194,336,367
4598,No Gloves,0.28,54,256,153,373
4599,No Helmet,0.43,113,194,336,367
4599,No Gloves,0.28,54,256,153,373
4600,No Helmet,0.42,124,198,318,295
4601,No Helmet,0.42,124,198,318,295
4602,No Helmet,0.39,115,195,333,363
4602,Safety Glass,0.27,156,273,294,335
4603,No Helmet,0.39,115,195,333,363
4603,Safety Glass,0.27,156,273,294,335
4604,No Helmet,0.4,122,198,320,296
4605,No Helmet,0.4,122,198,320,296
4606,No Helmet,0.36,112,195,330,363
4606,Safety Glass,0.26,159,273,293,337
4607,No Helmet,0.36,112,195,330,363
4607,Safety Glass,0.26,159,273,293,337
4608,No Helmet,0.4,114,193,332,377
4609,No Helmet,0.4,122,197,319,306
4609,No Gloves,0.28,45,260,147,380
4610,No Helmet,0.4,122,197,319,306
4610,No Gloves,0.28,45,260,147,380
4611,No Helmet,0.31,113,193,329,377
4611,No Gloves,0.26,63,254,152,377
4612,No Helmet,0.31,113,193,329,377
4612,No Gloves,0.26,63,254,152,377
4613,No Helmet,0.3,123,197,316,298
4614,No Helmet,0.3,123,197,316,298
4615,No Helmet,0.33,124,198,316,295
4616,No Helmet,0.37,114,193,327,381
4617,No Helmet,0.37,114,193,327,381
4618,No Helmet,0.4,115,194,327,377
4619,No Helmet,0.4,115,194,327,377
4620,No Helmet,0.37,116,194,329,378
4621,No Helmet,0.37,116,194,329,378
4622,No Helmet,0.42,115,195,327,381
4622,No Gloves,0.26,62,258,153,375
4623,No Helmet,0.39,113,195,328,366
4623,Safety Glass,0.28,157,273,294,337
4624,No Helmet,0.39,113,195,328,366
4624,Safety Glass,0.28,157,273,294,337
4625,No Helmet,0.42,111,196,332,358
4625,No Gloves,0.25,386,315,491,473
4626,No Helmet,0.42,111,196,332,358
4626,No Gloves,0.25,386,315,491,473
4627,No Helmet,0.38,115,194,331,371
4627,No Gloves,0.3,48,260,157,384
4628,No Helmet,0.38,115,194,331,371
4628,No Gloves,0.3,48,260,157,384
4629,No Helmet,0.4,113,195,331,369
4629,No Gloves,0.3,47,261,158,382
4630,No Helmet,0.4,113,195,331,369
4630,No Gloves,0.3,47,261,158,382
4631,No Helmet,0.49,119,197,336,369
4631,No Gloves,0.25,45,261,158,385
4632,No Helmet,0.49,119,197,336,369
4632,No Gloves,0.25,45,261,158,385
4633,No Helmet,0.41,119,197,336,375
4633,No Gloves,0.29,56,260,156,382
4634,No Helmet,0.42,122,196,334,378
4634,No Gloves,0.33,46,261,159,384
4635,No Helmet,0.42,122,196,334,378
4635,No Gloves,0.33,46,261,159,384
4636,No Helmet,0.43,121,196,335,364
4636,No Gloves,0.28,386,317,488,474
4636,No Gloves,0.28,47,262,158,384
4637,No Helmet,0.43,121,196,335,364
4637,No Gloves,0.28,386,317,488,474
4637,No Gloves,0.28,47,262,158,384
4638,No Helmet,0.45,120,197,334,369
4639,No Helmet,0.45,120,197,334,369
4640,No Helmet,0.38,120,196,334,364
4640,No Gloves,0.33,57,263,156,381
4641,No Helmet,0.38,120,196,334,364
4641,No Gloves,0.33,57,263,156,381
4642,No Helmet,0.4,120,197,334,365
4642,No Gloves,0.31,54,261,156,381
4643,No Helmet,0.4,120,197,334,365
4643,No Gloves,0.31,54,261,156,381
4644,No Gloves,0.38,58,265,154,381
4644,No Helmet,0.35,124,197,334,362
4645,No Helmet,0.41,123,197,337,370
4645,No Gloves,0.33,50,262,157,382
4646,No Helmet,0.41,123,197,337,370
4646,No Gloves,0.33,50,262,157,382
4647,No Helmet,0.41,122,197,335,353
4647,No Gloves,0.31,46,262,159,384
4648,No Helmet,0.41,122,197,335,353
4648,No Gloves,0.31,46,262,159,384
4649,No Gloves,0.35,50,263,155,380
4649,No Helmet,0.3,124,197,333,345
4650,No Gloves,0.35,50,263,155,380
4650,No Helmet,0.3,124,197,333,345
4651,No Helmet,0.36,122,197,338,372
4651,No Gloves,0.3,47,260,157,380
4652,No Helmet,0.38,122,196,334,357
4652,No Gloves,0.27,43,262,158,382
4653,No Helmet,0.38,122,196,334,357
4653,No Gloves,0.27,43,262,158,382
4654,No Helmet,0.36,120,196,336,371
4654,No Gloves,0.27,50,261,157,382
4655,No Helmet,0.36,120,196,336,371
4655,No Gloves,0.27,50,261,157,382
4656,No Helmet,0.36,121,195,336,378
4656,No Gloves,0.34,50,260,157,381
4657,No Helmet,0.36,121,195,336,378
4657,No Gloves,0.34,50,260,157,381
4658,No Helmet,0.4,120,197,334,347
4658,No Gloves,0.29,53,262,155,380
4659,No Helmet,0.46,117,197,338,370
4660,No Helmet,0.46,117,197,338,370
4661,No Helmet,0.42,119,195,335,333
4661,No Gloves,0.3,54,261,154,381
4662,No Helmet,0.42,119,195,335,333
4662,No Gloves,0.3,54,261,154,381
4663,No Helmet,0.38,117,194,339,374
4664,No Helmet,0.38,117,194,339,374
4665,No Helmet,0.39,127,198,322,295
4665,No Gloves,0.27,48,261,158,386
4666,No Helmet,0.39,127,198,322,295
4666,No Gloves,0.27,48,261,158,386
4667,No Helmet,0.34,118,195,336,365
4667,No Gloves,0.28,47,265,148,384
4668,No Helmet,0.34,118,195,336,365
4668,No Gloves,0.28,47,265,148,384
4669,No Helmet,0.34,119,194,333,370
4669,No Gloves,0.32,63,263,149,373
4670,No Helmet,0.4,116,195,332,361
4670,No Gloves,0.27,49,264,156,387
4671,No Helmet,0.4,116,195,332,361
4671,No Gloves,0.27,49,264,156,387
4672,No Helmet,0.4,126,198,320,292
4672,Safety Glass,0.34,156,274,297,334
4672,No Gloves,0.32,54,267,154,385
4673,No Helmet,0.4,126,198,320,292
4673,Safety Glass,0.34,156,274,297,334
4673,No Gloves,0.32,54,267,154,385
4674,No Helmet,0.49,126,199,319,289
4674,No Gloves,0.33,52,267,152,384
4675,No Helmet,0.49,126,199,319,289
4675,No Gloves,0.33,52,267,152,384
4676,No Helmet,0.38,114,195,332,340
4676,No Gloves,0.26,46,263,157,390
4677,No Helmet,0.38,114,195,332,340
4677,No Gloves,0.26,46,263,157,390
4678,No Helmet,0.4,113,196,334,352
4678,No Gloves,0.29,48,264,153,386
4679,No Helmet,0.4,113,196,334,352
4679,No Gloves,0.29,48,264,153,386
4680,No Helmet,0.44,125,198,320,293
4680,No Gloves,0.29,45,263,157,387
4680,No Gloves,0.26,385,319,488,477
4681,No Helmet,0.44,125,198,320,293
4681,No Gloves,0.29,45,263,157,387
4681,No Gloves,0.26,385,319,488,477
4682,No Helmet,0.38,124,198,320,294
4682,No Gloves,0.33,44,262,146,385
4683,No Helmet,0.34,122,197,322,297
4683,No Gloves,0.26,46,261,145,385
4684,No Helmet,0.34,122,197,322,297
4684,No Gloves,0.26,46,261,145,385
4685,No Helmet,0.41,121,197,321,298
4685,No Gloves,0.28,43,263,146,388
4686,No Helmet,0.41,121,197,321,298
4686,No Gloves,0.28,43,263,146,388
4687,No Helmet,0.39,123,198,320,295
4687,Safety Glass,0.31,162,273,292,332
4687,No Gloves,0.25,52,261,159,388
4688,No Helmet,0.39,123,198,320,295
4688,Safety Glass,0.31,162,273,292,332
4688,No Gloves,0.25,52,261,159,388
4689,No Helmet,0.42,124,197,322,297
4689,No Gloves,0.27,46,262,145,384
4689,No Gloves,0.26,386,317,491,477
4690,No Helmet,0.44,121,196,323,298
4690,No Gloves,0.31,47,262,145,387
4691,No Helmet,0.44,121,196,323,298
4691,No Gloves,0.31,47,262,145,387
4692,No Helmet,0.37,123,196,318,294
4692,No Gloves,0.34,46,261,155,387
4693,No Helmet,0.37,123,196,318,294
4693,No Gloves,0.34,46,261,155,387
4694,No Helmet,0.39,122,196,318,302
4694,No Gloves,0.29,48,261,145,383
4695,No Helmet,0.39,122,196,318,302
4695,No Gloves,0.29,48,261,145,383
4696,No Helmet,0.35,123,196,315,297
4696,No Gloves,0.25,44,262,146,386
4697,No Helmet,0.48,124,197,320,291
4697,No Gloves,0.32,51,265,152,385
4698,No Helmet,0.42,124,196,320,297
4698,No Gloves,0.28,47,264,145,384
4699,No Helmet,0.42,124,196,320,297
4699,No Gloves,0.28,47,264,145,384
4700,No Helmet,0.44,125,197,319,292
4700,No Gloves,0.33,45,262,156,386
4701,No Helmet,0.44,125,197,319,292
4701,No Gloves,0.33,45,262,156,386
4702,No Helmet,0.42,125,197,321,292
4702,No Gloves,0.33,45,262,155,386
4703,No Helmet,0.36,116,194,337,373
4704,No Helmet,0.35,130,199,318,290
4704,No Gloves,0.33,45,263,158,386
4704,Safety Glass,0.25,148,271,308,336
4705,No Helmet,0.35,130,199,318,290
4705,No Gloves,0.33,45,263,158,386
4705,Safety Glass,0.25,148,271,308,336
4706,No Helmet,0.42,119,196,336,353
4706,No Gloves,0.26,48,262,155,389
4707,No Helmet,0.42,119,196,336,353
4707,No Gloves,0.26,48,262,155,389
4708,No Helmet,0.4,119,196,335,367
4708,No Gloves,0.27,42,264,159,392
4709,No Helmet,0.47,120,198,335,324
4709,No Gloves,0.44,56,266,155,386
4709,No Gloves,0.28,393,323,500,476
4710,No Helmet,0.37,124,197,334,361
4710,No Gloves,0.36,55,267,156,384
4711,No Helmet,0.37,124,197,334,361
4711,No Gloves,0.36,55,267,156,384
4712,No Helmet,0.39,121,196,335,367
4712,No Gloves,0.37,51,268,157,385
4712,Safety Glass,0.26,138,275,315,343
4713,No Helmet,0.39,121,196,335,367
4713,No Gloves,0.37,51,268,157,385
4713,Safety Glass,0.26,138,275,315,343
4714,No Helmet,0.44,122,198,338,357
4714,No Gloves,0.36,59,267,158,385
4715,No Helmet,0.44,122,198,338,357
4715,No Gloves,0.36,59,267,158,385
4716,No Gloves,0.38,59,268,158,385
4716,No Helmet,0.33,123,198,333,357
4717,No Helmet,0.45,124,199,335,343
4717,No Gloves,0.37,48,267,158,386
4718,No Helmet,0.42,119,198,332,342
4718,No Gloves,0.34,59,267,158,385
4719,No Helmet,0.42,119,198,332,342
4719,No Gloves,0.34,59,267,158,385
4720,No Helmet,0.46,121,199,339,345
4721,No Helmet,0.52,120,199,338,353
4722,No Helmet,0.52,120,199,338,353
4723,No Helmet,0.52,115,200,336,320
4723,Safety Glass,0.29,152,278,301,338
4724,No Helmet,0.4,106,197,335,367
4724,Safety Glass,0.32,139,278,305,341
4725,No Helmet,0.4,106,197,335,367
4725,Safety Glass,0.32,139,278,305,341
4726,No Helmet,0.51,111,199,326,352
4726,Safety Glass,0.37,143,274,296,335
4727,No Helmet,0.5,110,199,327,332
4728,No Helmet,0.5,110,199,327,332
4729,No Helmet,0.42,100,198,326,341
4729,Safety Glass,0.29,123,277,293,343
4730,No Helmet,0.42,100,198,326,341
4730,Safety Glass,0.29,123,277,293,343
4731,No Helmet,0.47,96,197,313,356
4731,Safety Glass,0.31,125,272,279,335
4732,No Helmet,0.41,80,198,311,365
4733,No Helmet,0.41,80,198,311,365
4734,No Helmet,0.46,77,200,307,340
4734,Safety Glass,0.31,111,281,269,343
4735,No Helmet,0.46,77,200,307,340
4735,Safety Glass,0.31,111,281,269,343
4736,No Helmet,0.43,76,202,296,326
4736,Safety Glass,0.29,109,284,270,352
4737,No Helmet,0.44,78,203,299,320
4738,No Helmet,0.44,78,203,299,320
4739,No Helmet,0.44,72,196,314,356
4740,No Helmet,0.44,72,196,314,356
4741,No Helmet,0.29,86,194,326,360
4761,No Helmet,0.29,329,201,554,371
4762,No Helmet,0.29,329,201,554,371
4763,No Helmet,0.35,331,201,560,363
4764,No Helmet,0.35,331,201,560,363
4767,No Helmet,0.26,346,200,561,368
4768,No Helmet,0.26,346,200,561,368
4769,No Helmet,0.53,346,199,563,359
4770,No Helmet,0.52,341,194,569,369
4771,No Helmet,0.52,341,194,569,369
4772,No Helmet,0.4,335,191,566,375
4773,No Helmet,0.4,335,191,566,375
4776,No Helmet,0.25,319,183,560,383
4777,No Helmet,0.25,319,183,560,383
4778,No Helmet,0.28,316,180,542,350
4783,No Helmet,0.3,284,159,518,340
4784,No Helmet,0.3,284,159,518,340
4806,IFR suit,0.38,4,175,431,479
4807,IFR suit,0.38,4,175,431,479
4810,IFR suit,0.26,6,147,432,479
4811,IFR suit,0.26,6,147,432,479
4814,IFR suit,0.26,6,116,441,479
4815,IFR suit,0.26,6,116,441,479
4819,IFR suit,0.25,6,71,439,480
4820,IFR suit,0.25,6,71,439,480
4875,No IFR,0.28,0,169,128,478
4876,No IFR,0.33,0,162,176,479
